"","players","id","slug","url","DOB","year_pro","weight","height","place_OB","residence","plays","coach"
"474","Oscar Otte","o449","oscar-otte","https://www.atptour.com/en/players/oscar-otte/o449/overview","27(1993.07.16)","2011","174lbs(79kg)","6'4""(193cm)","Cologne,Germany","Cologne,Germany","Right-Handed,Two-HandedBackhand","PeterMoraing"
"475","Egor Gerasimov","gc89","egor-gerasimov","https://www.atptour.com/en/players/egor-gerasimov/gc89/overview","27(1992.11.11)","2010","190lbs(86kg)","6'5""(196cm)","Minsk,Belarus","Minsk,Belarus","Right-Handed,Two-HandedBackhand","ArtursKazijevs"
"476","Mackenzie McDonald","mk66","mackenzie-mcdonald","https://www.atptour.com/en/players/mackenzie-mcdonald/mk66/overview","25(1995.04.16)","2016","160lbs(73kg)","5'10""(178cm)","Piedmont,CA,USA","Orlando,FL,USA","Right-Handed,Two-HandedBackhand","MatCloer,MichaelRussell"
"477","Alex Bolt","bi81","alex-bolt","https://www.atptour.com/en/players/alex-bolt/bi81/overview","27(1993.01.05)","2011","185lbs(84kg)","6'0""(183cm)","MurrayBridge,Australia","MurrayBridge,Australia","Left-Handed,Two-HandedBackhand","JaymonCrabb"
"478","Yibing Wu","wb32","yibing-wu","https://www.atptour.com/en/players/yibing-wu/wb32/overview","20(1999.10.14)","2017","176lbs(80kg)","6'0""(183cm)","Hangzhou,China","Hangzhou,China","Right-Handed,Two-HandedBackhand","SvenGroeneveld"
"479","Corentin Moutet","mw02","corentin-moutet","https://www.atptour.com/en/players/corentin-moutet/mw02/overview","21(1999.04.19)","2016","156lbs(71kg)","5'9""(175cm)","Paris,France","Paris,France","Left-Handed,Two-HandedBackhand","LaurentRaymond"
"480","Guilherme Clezar","cc32","guilherme-clezar","https://www.atptour.com/en/players/guilherme-clezar/cc32/overview","27(1992.12.31)","2009","169lbs(77kg)","5'11""(180cm)","PortoAlegre,Brazil","PortoAlegre,Brazil","Right-Handed,Two-HandedBackhand",""
"481","Dominik Koepfer","ke73","dominik-koepfer","https://www.atptour.com/en/players/dominik-koepfer/ke73/overview","26(1994.04.29)","2016","175lbs(79kg)","5'11""(180cm)","Furtwangen,Germany","Tampa,FL,USA","Left-Handed,Two-HandedBackhand","RhyneWilliams,BillyHeiser"
"482","Roberto Quiroz","q941","roberto-quiroz","https://www.atptour.com/en/players/roberto-quiroz/q941/overview","28(1992.02.23)","2014","193lbs(88kg)","6'4""(193cm)","Guayaquil,Ecuador","Guayaquil,Ecuador","Left-Handed,Two-HandedBackhand","WalterGrinovero,MartinRodriguez"
"483","Ricardo Ojeda Lara","o408","ricardo-ojeda-lara","https://www.atptour.com/en/players/ricardo-ojeda-lara/o408/overview","27(1993.01.26)","2010","165lbs(75kg)","5'10""(178cm)","Cadiz,Spain","ElPuertodeSantaMaria,Spai","Right-Handed,Two-HandedBackhand",""
"484","Jay Clarke","ci14","jay-clarke","https://www.atptour.com/en/players/jay-clarke/ci14/overview","22(1998.07.27)","2016","181lbs(82kg)","6'2""(188cm)","Derby,England","Derby,England","Right-Handed,Two-HandedBackhand","CurtisClarke"
"485","Marcos Giron","gc88","marcos-giron","https://www.atptour.com/en/players/marcos-giron/gc88/overview","27(1993.07.24)","2014","170lbs(77kg)","5'11""(180cm)","ThousandOaks,CA,USA","ThousandOaks,CA,USA","Right-Handed,Two-HandedBackhand","EvanLee"
"486","Salvatore Caruso","ce25","salvatore-caruso","https://www.atptour.com/en/players/salvatore-caruso/ce25/overview","27(1992.12.15)","2010","176lbs(80kg)","6'1""(185cm)","Avola,Italy","Avola,Italy","Right-Handed,Two-HandedBackhand","PaoloCannova"
"487","Lloyd Harris","hg86","lloyd-harris","https://www.atptour.com/en/players/lloyd-harris/hg86/overview","23(1997.02.24)","2015","176lbs(80kg)","6'4""(193cm)","CapeTown,SouthAfrica","CapeTown,SouthAfrica","Right-Handed,Two-HandedBackhand","AnthonyHarris"
"488","Filip Horansky","ha28","filip-horansky","https://www.atptour.com/en/players/filip-horansky/ha28/overview","27(1993.01.07)","2012","170lbs(77kg)","6'3""(191cm)","Piestany,Slovakia","Piestany,Slovakia","Right-Handed,Two-HandedBackhand","KarolKucera"
"489","Federico Coria","ce77","federico-coria","https://www.atptour.com/en/players/federico-coria/ce77/overview","28(1992.03.09)","2010","161lbs(73kg)","5'11""(180cm)","Rosario,Argentina","BuenosAires,Argentina","Right-Handed,Two-HandedBackhand","AndresSchneiter"
"490","Hugo Dellien","da31","hugo-dellien","https://www.atptour.com/en/players/hugo-dellien/da31/overview","27(1993.06.16)","2009","165lbs(75kg)","5'11""(180cm)","Trinidad,Bolivia","Trinidad,Bolivia","Right-Handed,Two-HandedBackhand","AlejandroFabbri"
"491","Juan Ignacio Londero","lb84","juan-ignacio-londero","https://www.atptour.com/en/players/juan-ignacio-londero/lb84/overview","26(1993.08.15)","2010","154lbs(70kg)","5'11""(180cm)","JesusMaria,Argentina","BuenosAires,Argentina","Right-Handed,Two-HandedBackhand","SebastianPrieto"
"492","Gian Marco Moroni","mp83","gian-marco-moroni","https://www.atptour.com/en/players/gian-marco-moroni/mp83/overview","22(1998.02.13)","2018","179lbs(81kg)","6'1""(185cm)","Rome,Italy","Roquebrune-Cap-Martin,France","Right-Handed,One-HandedBackhand",""
"493","Kamil Majchrzak","mq75","kamil-majchrzak","https://www.atptour.com/en/players/kamil-majchrzak/mq75/overview","24(1996.01.13)","2013","171lbs(78kg)","5'11""(180cm)","PiotrkowTrybunalski,Poland","PiotrkowTrybunalski,Poland","Right-Handed,Two-HandedBackhand","TomaszIwanski"
"494","Miomir Kecmanovic","ki95","miomir-kecmanovic","https://www.atptour.com/en/players/miomir-kecmanovic/ki95/overview","20(1999.08.31)","2017","165lbs(75kg)","6'0""(183cm)","Belgrade,Serbia","Belgrade,Serbia","Right-Handed,Two-HandedBackhand","MiroHrvatin"
"495","Jannik Sinner","s0ag","jannik-sinner","https://www.atptour.com/en/players/jannik-sinner/s0ag/overview","18(2001.08.16)","2018","167lbs(76kg)","6'2""(188cm)","SanCandido,Italy","MonteCarlo,Monaco","Right-Handed,Two-HandedBackhand","RiccardoPiatti,AndreaVolpini"
"496","Gregoire Barrere","bk24","gregoire-barrere","https://www.atptour.com/en/players/gregoire-barrere/bk24/overview","26(1994.02.16)","2012","176lbs(80kg)","6'0""(183cm)","Charenton-le-Pont,France","Boulogne-Billancourt,France","Right-Handed,Two-HandedBackhand","MarcGicquel,NicolasCopin"
"497","Antoine Hoang","ha71","antoine-hoang","https://www.atptour.com/en/players/antoine-hoang/ha71/overview","24(1995.11.04)","2016","168lbs(76kg)","6'0""(183cm)","Hyeres,France","Aix-en-Provence,France","Right-Handed,Two-HandedBackhand","LionelZimbler"
"498","Marc Polmans","pg94","marc-polmans","https://www.atptour.com/en/players/marc-polmans/pg94/overview","23(1997.05.02)","2015","172lbs(78kg)","6'2""(188cm)","Amanzimtoti,SouthAfrica","Melbourne,Australia","Right-Handed,Two-HandedBackhand","MarcelduCoudray"
"499","Brayden Schnur","sp24","brayden-schnur","https://www.atptour.com/en/players/brayden-schnur/sp24/overview","25(1995.07.04)","2016","186lbs(84kg)","6'4""(193cm)","Toronto,Canada","Montreal,Canada","Right-Handed,Two-HandedBackhand","FredericNiemeyer"
"500","Gianluca Mager","ml57","gianluca-mager","https://www.atptour.com/en/players/gianluca-mager/ml57/overview","25(1994.12.01)","2013","170lbs(77kg)","6'2""(188cm)","Sanremo,Italy","Sanremo,Italy","Right-Handed,Two-HandedBackhand","ValentineConfalonieri,MatteoCivarolo"
"501","Alen Avidzba","a0ao","alen-avidzba","https://www.atptour.com/en/players/alen-avidzba/a0ao/overview","20(2000.02.24)","","168lbs(76kg)","6'2""(188cm)","Sochi,Russia","France","Right-Handed,Two-HandedBackhand","Jean-ReneLisnard,GillesCervara"
"502","Nino Serdarusic","sp80","nino-serdarusic","https://www.atptour.com/en/players/nino-serdarusic/sp80/overview","23(1996.12.13)","2014","187lbs(85kg)","6'3""(191cm)","Zagreb,Croatia","Zagreb,Croatia","Right-Handed,Two-HandedBackhand","GoranPrpic"
"503","Elliot Benchetrit","bt68","elliot-benchetrit","https://www.atptour.com/en/players/elliot-benchetrit/bt68/overview","21(1998.10.02)","2016","194lbs(88kg)","6'4""(193cm)","Nice,France","Morocco","Right-Handed,Two-HandedBackhand","AurelienRichaud,Jean-MichelPequery"
"504","Thiago Seyboth Wild","sx91","thiago-seyboth-wild","https://www.atptour.com/en/players/thiago-seyboth-wild/sx91/overview","20(2000.03.10)","2018","174lbs(79kg)","6'1""(185cm)","MarechalCandidoRondon,BRA","RiodeJaneiro,Brazil","Right-Handed,Two-HandedBackhand","JoaoZwetsch"
"505","Jenson Brooksby","b0cd","jenson-brooksby","https://www.atptour.com/en/players/jenson-brooksby/b0cd/overview","19(2000.10.26)","","180lbs(82kg)","6'2""(188cm)","Sacramento,CA,USA","Carmichael,CA,USA","Right-Handed,Two-HandedBackhand","JosephGilbert"
"506","Soonwoo Kwon","kf17","soonwoo-kwon","https://www.atptour.com/en/players/soonwoo-kwon/kf17/overview","22(1997.12.02)","2015","159lbs(72kg)","5'11""(180cm)","Sangju,SouthKorea","Seoul,SouthKorea","Right-Handed,Two-HandedBackhand","KyuTaeIm"
"507","Kevin King","kb14","kevin-king","https://www.atptour.com/en/players/kevin-king/kb14/overview","29(1991.02.28)","2013","190lbs(86kg)","6'3""(191cm)","Atlanta,GA,USA","Atlanta,GA,USA","Left-Handed,Two-HandedBackhand",""
"508","Duckhee Lee","le01","duckhee-lee","https://www.atptour.com/en/players/duckhee-lee/le01/overview","22(1998.05.29)","2013","165lbs(75kg)","5'9""(175cm)","Jecheon,SouthKorea","Jecheon,SouthKorea","Right-Handed,Two-HandedBackhand",""
"509","Alejandro Davidovich Fokina","dh50","alejandro-davidovich-fokina","https://www.atptour.com/en/players/alejandro-davidovich-fokina/dh50/overview","21(1999.06.05)","2019","176lbs(80kg)","6'0""(183cm)","Malaga,Spain","Fuengirola,Spain","Right-Handed,Two-HandedBackhand","JorgeAguirre"
"510","Altug Celikbilek","ch05","altug-celikbilek","https://www.atptour.com/en/players/altug-celikbilek/ch05/overview","23(1996.09.07)","","158lbs(72kg)","6'1""(185cm)","Antalya,Turkey","Istanbul,Turkey","Right-Handed,Two-HandedBackhand","TobiasHinzmann"
"511","Kevin Krawietz","kb92","kevin-krawietz","https://www.atptour.com/en/players/kevin-krawietz/kb92/overview","28(1992.01.24)","2010","187lbs(85kg)","6'2""(188cm)","Coburg,Germany","Munich,Germany","Right-Handed,Two-HandedBackhand","KlausLangenbach"
"512","Pedro Cachin","cg04","pedro-cachin","https://www.atptour.com/en/players/pedro-cachin/cg04/overview","25(1995.04.12)","","170lbs(77kg)","6'1""(185cm)","BellVille,Argentina","BellVille,Argentina","Right-Handed,Two-HandedBackhand","VictorCarceller,AlexCorretja"
"513","Christophe Rochus","r336","christophe-rochus","https://www.atptour.com/en/players/christophe-rochus/r336/overview","(1978.12.15)","1996","150lbs(68kg)","5'7""(170cm)","Namur,Belgium","Auvelais,Belgium","Right-Handed,Two-HandedBackhand","AnandaVandendooren"
"514","Frederik Nielsen","n390","frederik-nielsen","https://www.atptour.com/en/players/frederik-nielsen/n390/overview","36(1983.08.27)","2001","191lbs(87kg)","6'2""(188cm)","Lyngby,Denmark","Lyngby,Denmark","Right-Handed,Two-HandedBackhand","PatrikLangvardt"
"515","Ryler DeHeart","d617","ryler-deheart","https://www.atptour.com/en/players/ryler-deheart/d617/overview","(1984.01.03)","2006","175lbs(79kg)","6'0""(183cm)","Kauai,Hawaii","Champaign,Illinois","Left-Handed,One-HandedBackhand",""
"516","Marc Lopez","l480","marc-lopez","https://www.atptour.com/en/players/marc-lopez/l480/overview","37(1982.07.31)","1999","161lbs(73kg)","5'9""(175cm)","Barcelona,Spain","Barcelona,Spain","Right-Handed,Two-HandedBackhand",""
"517","Daniel King-Turner","k688","daniel-king-turner","https://www.atptour.com/en/players/daniel-king-turner/k688/overview","(1984.05.15)","","","6'3""(191cm)","","","Right-Handed,Two-HandedBackhand",""
"518","James Lemke","l900","james-lemke","https://www.atptour.com/en/players/james-lemke/l900/overview","(1988.01.25)","","","","Melbourne,Australia","Melbourne,Australia","Right-Handed,UnknownBackhand",""
"519","Thierry Ascione","a356","thierry-ascione","https://www.atptour.com/en/players/thierry-ascione/a356/overview","(1981.01.17)","2000","196lbs(89kg)","6'2""(188cm)","Villeurbanne,France","rueilmalmaison","Right-Handed,One-HandedBackhand","JeromePotier"
"520","Alex Bogdanovic","b929","alex-bogdanovic","https://www.atptour.com/en/players/alex-bogdanovic/b929/overview","(1984.05.22)","2002","163lbs(74kg)","6'0""(183cm)","Belgrade,Serbia","London,GreatBritain","Left-Handed,One-HandedBackhand","AubreyBarrett"
"521","Farrukh Dustov","d551","farrukh-dustov","https://www.atptour.com/en/players/farrukh-dustov/d551/overview","(1986.05.22)","2003","194lbs(88kg)","6'4""(193cm)","Tashkent,Uzbekistan","Tashkent,Uzbekistan","Right-Handed,UnknownBackhand",""
"522","Agustin Velotti","v620","agustin-velotti","https://www.atptour.com/en/players/agustin-velotti/v620/overview","28(1992.05.24)","","","","","","Right-Handed,UnknownBackhand",""
"523","Alexander Peya","p467","alexander-peya","https://www.atptour.com/en/players/alexander-peya/p467/overview","(1980.06.27)","1998","183lbs(83kg)","6'0""(183cm)","Vienna,Austria","Vienna,Austria","Right-Handed,One-HandedBackhand","MichaelOberleitner,MartinGattringer"
"524","Stephane Bohli","b752","stephane-bohli","https://www.atptour.com/en/players/stephane-bohli/b752/overview","(1983.07.25)","2002","181lbs(82kg)","6'1""(185cm)","Geneva,Switzerland","Commugny,Switzerland","Right-Handed,UnknownBackhand","AnthonyDupuis"
"525","Philip Bester","bc68","philip-bester","https://www.atptour.com/en/players/philip-bester/bc68/overview","(1988.10.06)","2006","175lbs(79kg)","6'2""(188cm)","Sonthoffen,Germany","NorthVancouver,Canada","Right-Handed,One-HandedBackhand",""
"526","Thomas Muster","m099","thomas-muster","https://www.atptour.com/en/players/thomas-muster/m099/overview","(1967.10.02)","1985","170lbs(77kg)","5'11""(180cm)","Leibnitz,Austria","Leibnitz,Austria","Left-Handed,One-HandedBackhand",""
"527","Nick Lindahl","l836","nick-lindahl","https://www.atptour.com/en/players/nick-lindahl/l836/overview","(1988.07.31)","2006","170lbs(77kg)","6'0""(183cm)","Malmo,Sweden","Eleebana,Australia","Right-Handed,UnknownBackhand","ShannonBluhm"
"528","Mehdi Ziadi","z163","mehdi-ziadi","https://www.atptour.com/en/players/mehdi-ziadi/z163/overview","(1986.09.20)","","","","","","",""
"529","Romain Jouan","j338","romain-jouan","https://www.atptour.com/en/players/romain-jouan/j338/overview","(1985.07.16)","2006","170lbs(77kg)","6'0""(183cm)","Landerneau,France","Bordeaux,France","Right-Handed,UnknownBackhand","LaurentGabail"
"530","Lars Poerschke","p735","lars-poerschke","https://www.atptour.com/en/players/lars-poerschke/p735/overview","(1984.06.17)","","","","Giessen,Germany","Giessen,Germany","Right-Handed,Two-HandedBackhand",""
"531","Kyu Tae Im","i145","kyu-tae-im","https://www.atptour.com/en/players/kyu-tae-im/i145/overview","(1981.01.06)","2001","165lbs(75kg)","6'1""(185cm)","Seoul,Korea","Seoul,Korea","Right-Handed,UnknownBackhand","Yong-il,Yoon"
"532","Devin Britton","bf17","devin-britton","https://www.atptour.com/en/players/devin-britton/bf17/overview","(1991.03.17)","2009","185lbs(84kg)","6'4""(193cm)","Jackson,Mississippi,USA","Brandon,Mississippi,USA","Right-Handed,Two-HandedBackhand",""
"533","Ilya Belyaev","bf25","ilya-belyaev","https://www.atptour.com/en/players/ilya-belyaev/bf25/overview","(1990.08.09)","2005","174lbs(79kg)","5'11""(180cm)","Moscow,Russia","Moscow,Russia","Right-Handed,Two-HandedBackhand","MikhailChesalov"
"534","Olivier Patience","p488","olivier-patience","https://www.atptour.com/en/players/olivier-patience/p488/overview","(1980.03.25)","1998","165lbs(75kg)","5'11""(180cm)","Evreux,France","Boulogne,France","Right-Handed,UnknownBackhand","CyrilSaulnier"
"535","Rameez Junaid","j230","rameez-junaid","https://www.atptour.com/en/players/rameez-junaid/j230/overview","39(1981.05.25)","","","","","Melbourne,Australia","Right-Handed,UnknownBackhand","RainerBopp"
"536","Simon Stadler","s944","simon-stadler","https://www.atptour.com/en/players/simon-stadler/s944/overview","(1983.07.20)","2002","165lbs(75kg)","6'0""(183cm)","Heidelberg,Germany","Heidelberg,Germany","Left-Handed,UnknownBackhand","HelmutLuethy"
"537","Martin Vassallo Arguello","v258","martin-vassallo-arguello","https://www.atptour.com/en/players/martin-vassallo-arguello/v258/overview","(1980.02.10)","1999","176lbs(80kg)","6'0""(183cm)","Temperley,Argentina","BuenosAires,Argentina","Right-Handed,One-HandedBackhand","GabrielMarkus"
"538","Abdulla Hajji","h908","abdulla-hajji","https://www.atptour.com/en/players/abdulla-hajji/h908/overview","(1990.12.05)","","","","","","",""
"539","Karim Maamoun","m744","karim-maamoun","https://www.atptour.com/en/players/karim-maamoun/m744/overview","(1979.11.18)","","","","","","Right-Handed,UnknownBackhand",""
"540","Mohammad Ghareeb","g531","mohammad-ghareeb","https://www.atptour.com/en/players/mohammad-ghareeb/g531/overview","(1980.07.22)","","","","","","Right-Handed,UnknownBackhand",""
"541","David Guez","g753","david-guez","https://www.atptour.com/en/players/david-guez/g753/overview","(1982.12.08)","","165lbs(75kg)","6'1""(185cm)","Marseille,France","Marseille,France","Right-Handed,UnknownBackhand","RosantPhilippe"
"542","Vincent Spadea","s544","vincent-spadea","https://www.atptour.com/en/players/vincent-spadea/s544/overview","(1974.07.19)","1993","170lbs(77kg)","6'0""(183cm)","Chicago,Illinois,USA","BocaRaton,Florida,USA","Right-Handed,Two-HandedBackhand","DavideSanguinetti"
"543","Noam Okun","o133","noam-okun","https://www.atptour.com/en/players/noam-okun/o133/overview","(1978.04.16)","1996","187lbs(85kg)","6'1""(185cm)","Haifa,Israel","Haifa,Israel","Right-Handed,UnknownBackhand","ShimonRapaport"
"544","Rohan Bopanna","b757","rohan-bopanna","https://www.atptour.com/en/players/rohan-bopanna/b757/overview","40(1980.03.04)","2003","185lbs(84kg)","6'4""(193cm)","Bangalore,India","Bangalore,India","Right-Handed,One-HandedBackhand","ScottDavidoff"
"545","Mikhail Ledovskikh","l702","mikhail-ledovskikh","https://www.atptour.com/en/players/mikhail-ledovskikh/l702/overview","(1986.08.08)","","180lbs(82kg)","6'2""(188cm)","Almaty,Kazakhstan","Sochi,Russia","Right-Handed,Two-HandedBackhand","AlecBaranov"
"546","Dominik Hrbaty","h377","dominik-hrbaty","https://www.atptour.com/en/players/dominik-hrbaty/h377/overview","(1978.01.04)","1996","175lbs(79kg)","6'0""(183cm)","Bratislava,Slovakia","MonteCarlo,Monaco","Right-Handed,Two-HandedBackhand","TiborToth"
"547","Benjamin Balleret","b946","benjamin-balleret","https://www.atptour.com/en/players/benjamin-balleret/b946/overview","(1983.01.15)","","187lbs(85kg)","6'0""(183cm)","MonteCarlo,Monaco","MonteCarlo,Monaco","Right-Handed,Two-HandedBackhand",""
"548","Tsung-Hua Yang","t982","tsung-hua-yang","https://www.atptour.com/en/players/tsung-hua-yang/t982/overview","29(1991.03.29)","2006","176lbs(80kg)","5'10""(178cm)","Hsinchu,Taiwan","Hsinchu,Taiwan","Right-Handed,UnknownBackhand",""
"549","Cristobal Saavedra-Corvalan","sj25","cristobal-saavedra-corvalan","https://www.atptour.com/en/players/cristobal-saavedra-corvalan/sj25/overview","(1990.08.01)","","","","VinadelMar,Chile","Santiago,Chile","Right-Handed,UnknownBackhand",""
"550","Hans Podlipnik-Castillo","pb37","hans-podlipnik-castillo","https://www.atptour.com/en/players/hans-podlipnik-castillo/pb37/overview","(1988.01.09)","2005","172lbs(78kg)","6'0""(183cm)","Santiago,Chile","Santiago,Chile","Right-Handed,One-HandedBackhand","RolandKvelstein"
